#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k127_1889942 flag=1 multi=4.0000 len=690	0.0000	690	0.4290	0.0000	0	0	0	0.0000	0	0.00
k127_1890146 flag=1 multi=3.0000 len=352	0.0000	352	0.3636	0.0000	0	0	0	0.0000	0	0.00
k127_1890273 flag=1 multi=24.0000 len=1543	0.0000	1543	0.6150	0.0000	0	0	0	0.0000	0	0.00
k127_1890660 flag=1 multi=5.0000 len=591	0.0000	591	0.2927	0.0000	0	0	0	0.0000	0	0.00
k127_1891106 flag=1 multi=8.0000 len=525	1.9638	525	0.5257	100.0000	525	3	4	0.5286	2	0.81
k127_1891465 flag=1 multi=3.0000 len=526	0.0000	526	0.3346	0.0000	0	0	0	0.0000	0	0.00
k127_1891482 flag=1 multi=2.0000 len=322	0.0000	322	0.5062	0.0000	0	0	0	0.0000	0	0.00
k127_1891636 flag=1 multi=6.0000 len=1143	0.0000	1143	0.3972	0.0000	0	0	0	0.0000	0	0.00
k127_1892196 flag=1 multi=2.0000 len=337	0.0000	337	0.4273	0.0000	0	0	0	0.0000	0	0.00
k127_1892395 flag=1 multi=11.0000 len=689	0.0000	689	0.4253	0.0000	0	0	0	0.0000	0	0.00
k127_1892608 flag=1 multi=18.0000 len=1234	0.0000	1234	0.4368	0.0000	0	0	0	0.0000	0	0.00
k127_1894708 flag=1 multi=4.0000 len=348	0.0000	348	0.4856	0.0000	0	0	0	0.0000	0	0.00
k127_1895009 flag=1 multi=17.0000 len=3548	0.0000	3548	0.3154	0.0000	0	0	0	0.0000	0	0.00
k127_1895540 flag=1 multi=60.0000 len=1609	51.6128	1609	0.5028	99.9378	1608	284	283	0.5033	53	14.73
k127_1896765 flag=1 multi=4.0000 len=718	0.0000	718	0.4276	0.0000	0	0	0	0.0000	0	0.00
k127_1896924 flag=1 multi=20.0000 len=1583	0.0000	1583	0.5060	0.0000	0	0	0	0.0000	0	0.00
k127_1898285 flag=1 multi=2.0000 len=473	0.0000	473	0.3911	0.0000	0	0	0	0.0000	0	0.00
k127_1898549 flag=1 multi=11.0000 len=1021	0.0000	1021	0.4486	0.0000	0	0	0	0.0000	0	0.00
k127_1898594 flag=1 multi=2.0000 len=415	0.0000	415	0.3783	0.0000	0	0	0	0.0000	0	0.00
k127_1898644 flag=1 multi=3.0000 len=457	0.0000	457	0.3632	0.0000	0	0	0	0.0000	0	0.00
k127_1899309 flag=1 multi=2.0000 len=568	2.1127	568	0.4789	100.0000	568	4	4	0.4742	2	0.80
k127_1899336 flag=1 multi=7.0128 len=519	4.6224	519	0.3430	91.9075	477	7	9	0.3518	3	3.18
k127_1899513 flag=1 multi=1.0000 len=334	0.0000	334	0.4940	0.0000	0	0	0	0.0000	0	0.00
k127_1900767 flag=1 multi=3.0000 len=352	2.0881	352	0.4631	99.4318	350	3	2	0.4790	2	0.69
k127_1901506 flag=1 multi=18.0000 len=3404	0.0000	3404	0.4806	0.0000	0	0	0	0.0000	0	0.00
k127_1902725 flag=1 multi=3.0000 len=687	7.2562	687	0.3275	100.0000	687	17	17	0.3319	7	3.67
k127_1902742 flag=1 multi=3.0000 len=321	0.0000	321	0.4486	0.0000	0	0	0	0.0000	0	0.00
k127_1902758 flag=1 multi=1.0000 len=365	1.6356	365	0.4301	100.0000	365	2	2	0.4003	2	0.49
k127_1903808 flag=1 multi=3.0000 len=336	0.0000	336	0.5327	0.0000	0	0	0	0.0000	0	0.00
k127_1904008 flag=1 multi=5.0000 len=780	7.2590	780	0.4795	97.3077	759	20	19	0.4864	8	2.51
k127_1904476 flag=1 multi=4.0000 len=770	3.4896	770	0.2961	70.0000	539	8	10	0.3212	3	3.23
k127_1905084 flag=1 multi=3.0000 len=516	4.3256	516	0.5969	100.0000	516	8	7	0.6004	3	1.70
k127_1905626 flag=1 multi=10.0000 len=487	2.7515	487	0.2895	91.5811	446	4	5	0.2925	3	1.36
k127_1907006 flag=1 multi=16.0000 len=742	0.0000	742	0.5216	0.0000	0	0	0	0.0000	0	0.00
k127_1907861 flag=1 multi=4.0000 len=751	4.9747	751	0.3955	100.0000	751	13	12	0.3897	4	3.39
k127_1908487 flag=1 multi=3.0000 len=424	0.0000	424	0.4127	0.0000	0	0	0	0.0000	0	0.00
k127_1909384 flag=1 multi=2.0000 len=338	0.0000	338	0.4112	0.0000	0	0	0	0.0000	0	0.00
k127_1910171 flag=1 multi=4.0000 len=427	0.0000	427	0.3513	0.0000	0	0	0	0.0000	0	0.00
k127_1910371 flag=1 multi=3.0000 len=937	1.1740	937	0.4237	33.4045	313	4	4	0.3773	0	2.00
k127_1912365 flag=1 multi=3.0000 len=875	0.0000	875	0.3829	0.0000	0	0	0	0.0000	0	0.00
k127_1912592 flag=1 multi=4.0000 len=547	5.0585	547	0.5229	82.0841	449	10	9	0.5728	3	4.96
k127_1912617 flag=0 multi=36.0000 len=6452	0.0000	6452	0.5511	0.0000	0	0	0	0.0000	0	0.00
k127_1913194 flag=1 multi=2.0000 len=361	0.0000	361	0.5208	0.0000	0	0	0	0.0000	0	0.00
k127_1913921 flag=1 multi=3.0000 len=438	0.0000	438	0.4110	0.0000	0	0	0	0.0000	0	0.00
k127_1914283 flag=1 multi=7.0000 len=655	0.0000	655	0.4748	0.0000	0	0	0	0.0000	0	0.00
k127_1914622 flag=1 multi=4.0000 len=405	0.0000	405	0.4173	0.0000	0	0	0	0.0000	0	0.00
k127_1915145 flag=1 multi=31.8772 len=3490	0.0000	3490	0.5215	0.0000	0	0	0	0.0000	0	0.00
k127_1915176 flag=1 multi=3.0000 len=562	3.2135	562	0.4626	100.0000	562	6	6	0.4716	2	1.91
k127_1915475 flag=1 multi=7.0000 len=4417	0.0000	4417	0.4163	0.0000	0	0	0	0.0000	0	0.00
k127_1916518 flag=1 multi=18.0000 len=5894	0.0000	5894	0.3960	0.0000	0	0	0	0.0000	0	0.00
k127_1916669 flag=1 multi=4.0000 len=458	0.0000	458	0.4258	0.0000	0	0	0	0.0000	0	0.00
k127_1916680 flag=1 multi=9.0000 len=434	0.0000	434	0.4355	0.0000	0	0	0	0.0000	0	0.00
k127_1917950 flag=1 multi=10.0000 len=1011	0.0000	1011	0.4392	0.0000	0	0	0	0.0000	0	0.00
k127_1918003 flag=1 multi=13.0000 len=3512	0.0000	3512	0.4217	0.0000	0	0	0	0.0000	0	0.00
k127_1919371 flag=1 multi=5.0000 len=943	0.0000	943	0.5589	0.0000	0	0	0	0.0000	0	0.00
k127_1919984 flag=1 multi=4.0000 len=626	4.2907	626	0.5399	100.0000	626	8	10	0.5339	4	2.01
k127_1920815 flag=1 multi=9.0000 len=1333	0.0000	1333	0.5281	0.0000	0	0	0	0.0000	0	0.00
k127_1921197 flag=1 multi=4.0000 len=404	0.0000	404	0.3886	0.0000	0	0	0	0.0000	0	0.00
k127_1921507 flag=1 multi=5.0000 len=1270	6.1890	1270	0.4921	100.0000	1270	27	27	0.4986	6	3.48
k127_1921607 flag=1 multi=3.0000 len=395	0.0000	395	0.3722	0.0000	0	0	0	0.0000	0	0.00
k127_1923409 flag=1 multi=9.0000 len=1195	0.0000	1195	0.3908	0.0000	0	0	0	0.0000	0	0.00
k127_1923829 flag=1 multi=4.0000 len=890	9.3685	890	0.5528	100.0000	890	30	30	0.5601	10	5.65
k127_1924907 flag=0 multi=161.9992 len=7799	0.0000	7799	0.3599	0.0000	0	0	0	0.0000	0	0.00
k127_1925169 flag=0 multi=94.1149 len=3252	12.1082	3252	0.4016	97.5707	3173	134	136	0.4132	12	8.06
k127_1926432 flag=1 multi=4.0000 len=308	0.0000	308	0.4578	0.0000	0	0	0	0.0000	0	0.00
k127_1927909 flag=1 multi=4.0000 len=1018	6.0923	1018	0.3615	100.0000	1018	21	21	0.3696	6	2.99
k127_1928767 flag=1 multi=2.0000 len=366	0.0000	366	0.5820	0.0000	0	0	0	0.0000	0	0.00
k127_1928834 flag=1 multi=8.0000 len=1458	0.0000	1458	0.4383	0.0000	0	0	0	0.0000	0	0.00
k127_1928880 flag=1 multi=6.0000 len=2540	0.0000	2540	0.3772	0.0000	0	0	0	0.0000	0	0.00
k127_1929081 flag=1 multi=2.0000 len=572	0.0000	572	0.5629	0.0000	0	0	0	0.0000	0	0.00
k127_1930222 flag=1 multi=12.0000 len=2083	0.0000	2083	0.6073	0.0000	0	0	0	0.0000	0	0.00
k127_1930357 flag=1 multi=18.0000 len=4501	19.0449	4501	0.5414	100.0000	4501	296	295	0.5432	19	7.52
k127_1930578 flag=1 multi=2.0000 len=385	0.0000	385	0.5844	0.0000	0	0	0	0.0000	0	0.00
k127_1931687 flag=1 multi=5.0000 len=472	7.9004	472	0.3157	99.1525	468	13	13	0.3197	8	4.83
k127_1931704 flag=1 multi=11.0000 len=4761	0.0000	4761	0.3932	0.0000	0	0	0	0.0000	0	0.00
k127_1933064 flag=1 multi=4.0000 len=684	5.3421	684	0.3260	100.0000	684	11	14	0.3300	5	3.18
k127_1933453 flag=1 multi=3.0000 len=527	0.0000	527	0.4801	0.0000	0	0	0	0.0000	0	0.00
k127_1933812 flag=1 multi=8.0000 len=1151	10.3970	1151	0.4379	97.7411	1125	42	40	0.4452	10	4.76
k127_1934167 flag=1 multi=1.0000 len=319	0.0000	319	0.4483	0.0000	0	0	0	0.0000	0	0.00
k127_1934197 flag=1 multi=10.0000 len=6384	0.0000	6384	0.4012	0.0000	0	0	0	0.0000	0	0.00
k127_1934690 flag=0 multi=2.9673 len=739	0.1867	739	0.4736	18.6739	138	1	0	0.5290	0	0.39
k127_1935254 flag=1 multi=19.0000 len=355	0.0000	355	0.3972	0.0000	0	0	0	0.0000	0	0.00
k127_1935324 flag=1 multi=12.0000 len=544	0.0000	544	0.4246	0.0000	0	0	0	0.0000	0	0.00
k127_1935549 flag=1 multi=28.0000 len=4087	0.0000	4087	0.5491	0.0000	0	0	0	0.0000	0	0.00
k127_1936579 flag=1 multi=2.0000 len=374	2.5214	374	0.5214	100.0000	374	4	3	0.5260	2	1.11
k127_1938263 flag=1 multi=4.0000 len=342	3.5058	342	0.4240	100.0000	342	4	4	0.4395	3	1.66
k127_1938576 flag=1 multi=11.0000 len=3081	1.2282	3081	0.3544	44.9529	1385	11	15	0.3412	0	1.84
k127_1939205 flag=1 multi=13.0000 len=3616	17.7860	3616	0.3249	100.0000	3616	219	221	0.3296	16	8.91
k127_1940017 flag=1 multi=2.0000 len=495	0.0000	495	0.5253	0.0000	0	0	0	0.0000	0	0.00
k127_1940615 flag=1 multi=46.0000 len=9590	0.0000	9590	0.3854	0.0000	0	0	0	0.0000	0	0.00
k127_1941519 flag=1 multi=8.4755 len=1984	0.1512	1984	0.4773	10.9375	217	1	1	0.4367	0	0.46
k127_1942288 flag=1 multi=2.0000 len=400	0.0000	400	0.4275	0.0000	0	0	0	0.0000	0	0.00
k127_1942771 flag=1 multi=7.0000 len=375	7.4853	375	0.3920	100.0000	375	11	11	0.3677	5	5.77
k127_1942776 flag=1 multi=6.0000 len=521	7.3129	521	0.6008	100.0000	521	14	12	0.5963	7	3.10
k127_1942812 flag=1 multi=11.0000 len=3335	0.0000	3335	0.5805	0.0000	0	0	0	0.0000	0	0.00
k127_1943039 flag=1 multi=3.0000 len=841	3.1867	841	0.4257	100.0000	841	9	9	0.4272	3	1.60
k127_1943093 flag=1 multi=14.7500 len=807	0.0000	807	0.3569	0.0000	0	0	0	0.0000	0	0.00
k127_1943147 flag=1 multi=2.0000 len=628	0.0000	628	0.4427	0.0000	0	0	0	0.0000	0	0.00
k127_1943388 flag=1 multi=2.0000 len=419	4.1289	419	0.4845	100.0000	419	6	6	0.4879	3	2.68
k127_1943500 flag=1 multi=3.0000 len=452	3.6504	452	0.5354	100.0000	452	5	6	0.5448	3	2.30
k127_1944947 flag=1 multi=12.0000 len=706	0.0000	706	0.3980	0.0000	0	0	0	0.0000	0	0.00
k127_1945101 flag=1 multi=2.0000 len=404	0.7426	404	0.4035	46.7822	189	1	1	0.3967	0	0.86
k127_1945493 flag=1 multi=4.0000 len=476	0.0000	476	0.5588	0.0000	0	0	0	0.0000	0	0.00
k127_1945625 flag=1 multi=8.0000 len=686	0.0000	686	0.3732	0.0000	0	0	0	0.0000	0	0.00
k127_1945694 flag=1 multi=3.0000 len=792	0.3788	792	0.5139	31.6919	251	1	1	0.4700	0	0.60
k127_1946076 flag=1 multi=2.0000 len=322	1.8634	322	0.5435	100.0000	322	2	2	0.5483	2	0.82
k127_1946285 flag=1 multi=14.0994 len=1576	0.0000	1576	0.4683	0.0000	0	0	0	0.0000	0	0.00
k127_1946689 flag=1 multi=8.0000 len=365	2.4658	365	0.4932	100.0000	365	3	3	0.4911	2	0.94
k127_1947711 flag=1 multi=9.0000 len=1811	0.0000	1811	0.4738	0.0000	0	0	0	0.0000	0	0.00
k127_1947912 flag=1 multi=36.0000 len=972	0.0000	972	0.4084	0.0000	0	0	0	0.0000	0	0.00
k127_1948278 flag=1 multi=2.0000 len=563	0.0000	563	0.3606	0.0000	0	0	0	0.0000	0	0.00
k127_1949454 flag=1 multi=2.0000 len=313	0.0000	313	0.3514	0.0000	0	0	0	0.0000	0	0.00
k127_1950032 flag=1 multi=5.0000 len=607	0.0000	607	0.4465	0.0000	0	0	0	0.0000	0	0.00
k127_1951133 flag=1 multi=4.0000 len=451	0.0000	451	0.5632	0.0000	0	0	0	0.0000	0	0.00
k127_1951693 flag=1 multi=2.0000 len=429	0.0000	429	0.5291	0.0000	0	0	0	0.0000	0	0.00
k127_1952450 flag=1 multi=10.0000 len=397	0.0000	397	0.3652	0.0000	0	0	0	0.0000	0	0.00
k127_1952791 flag=1 multi=3.0000 len=862	0.0000	862	0.4142	0.0000	0	0	0	0.0000	0	0.00
k127_1953669 flag=1 multi=2.0000 len=547	0.0000	547	0.4095	0.0000	0	0	0	0.0000	0	0.00
k127_1954604 flag=1 multi=5.0000 len=2226	6.2206	2226	0.3288	100.0000	2226	47	47	0.3241	5	4.20
k127_1956002 flag=1 multi=2.0000 len=441	0.6803	441	0.5034	46.4853	205	1	1	0.5533	0	0.80
k127_1956372 flag=1 multi=4.0000 len=491	0.0000	491	0.4358	0.0000	0	0	0	0.0000	0	0.00
k127_1956469 flag=1 multi=3.0000 len=317	0.0000	317	0.4637	0.0000	0	0	0	0.0000	0	0.00
k127_1956822 flag=1 multi=2.0000 len=344	1.7355	344	0.4331	100.0000	344	2	2	0.4288	2	0.73
k127_1957232 flag=1 multi=1.0000 len=337	0.0000	337	0.3769	0.0000	0	0	0	0.0000	0	0.00
k127_1957300 flag=1 multi=5.0000 len=784	0.0000	784	0.4324	0.0000	0	0	0	0.0000	0	0.00
k127_1958075 flag=1 multi=4.0000 len=484	3.9773	484	0.5124	100.0000	484	7	7	0.5029	4	2.08
k127_1958079 flag=1 multi=6.0000 len=733	0.0000	733	0.3902	0.0000	0	0	0	0.0000	0	0.00
k127_1959178 flag=1 multi=8.0000 len=714	0.0000	714	0.4902	0.0000	0	0	0	0.0000	0	0.00
k127_1960014 flag=1 multi=6.0000 len=479	0.0000	479	0.3653	0.0000	0	0	0	0.0000	0	0.00
k127_1960328 flag=1 multi=2.0000 len=744	3.1667	744	0.6774	100.0000	744	7	9	0.6829	3	0.99
k127_1960798 flag=0 multi=224.0000 len=1890	308.8370	1890	0.4873	100.0000	1890	1973	2042	0.4903	297	122.25
k127_1961174 flag=1 multi=2.0000 len=526	0.0000	526	0.3555	0.0000	0	0	0	0.0000	0	0.00
k127_1961355 flag=1 multi=2.0000 len=411	0.0000	411	0.5426	0.0000	0	0	0	0.0000	0	0.00
k127_1962499 flag=1 multi=4.0000 len=544	4.8015	544	0.5000	100.0000	544	9	9	0.5096	5	2.65
k127_1963827 flag=1 multi=2.0000 len=349	0.8596	349	0.4212	71.3467	249	1	1	0.4267	1	0.64
k127_1965221 flag=1 multi=4.0000 len=353	3.7932	353	0.4788	98.0170	346	4	5	0.4414	4	2.29
k127_1965481 flag=1 multi=9.0000 len=4938	0.0000	4938	0.4046	0.0000	0	0	0	0.0000	0	0.00
k127_1965739 flag=1 multi=8.0000 len=1823	7.5431	1823	0.3878	100.0000	1823	47	48	0.3924	6	4.93
k127_1965946 flag=1 multi=103.0000 len=4169	146.2761	4169	0.4771	100.0000	4169	2079	2079	0.4774	141	57.71
k127_1966102 flag=1 multi=13.0000 len=1073	71.0531	1073	0.5359	100.0000	1073	263	263	0.5225	69	32.89
k127_1966300 flag=1 multi=20.0000 len=3641	0.0000	3641	0.4279	0.0000	0	0	0	0.0000	0	0.00
k127_1966572 flag=1 multi=12.0000 len=477	3.1069	477	0.3690	95.3878	455	7	3	0.3731	3	1.84
k127_1967114 flag=1 multi=56.0000 len=382	0.0000	382	0.3403	0.0000	0	0	0	0.0000	0	0.00
k127_1968587 flag=1 multi=7.0000 len=1686	0.0000	1686	0.5178	0.0000	0	0	0	0.0000	0	0.00
k127_1969794 flag=1 multi=11.0000 len=651	5.8341	651	0.5223	93.0876	606	13	13	0.5297	4	4.03
k127_1970851 flag=1 multi=3.0000 len=445	0.0000	445	0.3596	0.0000	0	0	0	0.0000	0	0.00
k127_1970877 flag=0 multi=166.0000 len=4354	0.0000	4354	0.4559	0.0000	0	0	0	0.0000	0	0.00
k127_1971616 flag=1 multi=2.0000 len=315	0.0000	315	0.5048	0.0000	0	0	0	0.0000	0	0.00
k127_1972036 flag=1 multi=12.0000 len=862	0.0000	862	0.4408	0.0000	0	0	0	0.0000	0	0.00
k127_1972918 flag=1 multi=3.0000 len=444	2.0135	444	0.4279	88.9640	395	3	3	0.4239	2	1.28
k127_1973568 flag=1 multi=5.0000 len=978	6.1319	978	0.4796	97.6483	955	22	20	0.4749	6	3.92
k127_1973620 flag=1 multi=9.0000 len=1356	0.0000	1356	0.6512	0.0000	0	0	0	0.0000	0	0.00
k127_1973760 flag=1 multi=5.0000 len=645	0.0000	645	0.5457	0.0000	0	0	0	0.0000	0	0.00
k127_1975624 flag=1 multi=6.0000 len=1792	0.0000	1792	0.5368	0.0000	0	0	0	0.0000	0	0.00
k127_1975967 flag=1 multi=3.0000 len=1883	3.3797	1883	0.5629	98.1413	1848	23	22	0.5657	3	2.20
k127_1976128 flag=1 multi=2.0000 len=452	4.5863	452	0.5221	100.0000	452	7	7	0.5441	3	3.66
k127_1976470 flag=1 multi=6.0000 len=425	4.9365	425	0.4165	76.7059	326	8	8	0.3847	4	3.73
k127_1977195 flag=1 multi=2.0000 len=645	0.0000	645	0.3736	0.0000	0	0	0	0.0000	0	0.00
k127_1979282 flag=1 multi=7.0000 len=520	0.0000	520	0.5769	0.0000	0	0	0	0.0000	0	0.00
k127_1979896 flag=1 multi=6.0000 len=1306	0.0000	1306	0.4196	0.0000	0	0	0	0.0000	0	0.00
k127_1979939 flag=1 multi=1.0000 len=371	2.0135	371	0.3315	100.0000	371	2	3	0.3400	2	0.64
k127_1980085 flag=1 multi=2.0000 len=328	0.0000	328	0.5244	0.0000	0	0	0	0.0000	0	0.00
k127_1981436 flag=1 multi=1.0000 len=310	0.0000	310	0.3258	0.0000	0	0	0	0.0000	0	0.00
k127_1981850 flag=1 multi=4.0000 len=589	0.0000	589	0.4771	0.0000	0	0	0	0.0000	0	0.00
k127_1982762 flag=1 multi=5.0000 len=551	0.0000	551	0.4029	0.0000	0	0	0	0.0000	0	0.00
k127_1983065 flag=1 multi=4.0000 len=472	0.0000	472	0.4873	0.0000	0	0	0	0.0000	0	0.00
k127_1983372 flag=1 multi=3.0000 len=472	0.0000	472	0.4428	0.0000	0	0	0	0.0000	0	0.00
k127_1983638 flag=1 multi=8.0000 len=806	0.0000	806	0.4392	0.0000	0	0	0	0.0000	0	0.00
k127_1984108 flag=1 multi=2.0000 len=551	1.6334	551	0.4936	75.8621	418	3	3	0.4856	2	1.29
k127_1984694 flag=1 multi=3.0000 len=438	0.0000	438	0.3699	0.0000	0	0	0	0.0000	0	0.00
k127_1985354 flag=1 multi=5.0000 len=510	6.6706	510	0.4647	100.0000	510	12	11	0.4491	5	3.87
k127_1986301 flag=1 multi=3.0000 len=563	0.0000	563	0.4405	0.0000	0	0	0	0.0000	0	0.00
k127_1986982 flag=1 multi=23.0000 len=9464	28.2735	9464	0.4306	100.0000	9464	915	916	0.4338	26	13.28
k127_1987232 flag=1 multi=2.0000 len=477	3.1929	477	0.3564	100.0000	477	5	6	0.3622	3	1.37
k127_1987604 flag=1 multi=2.0000 len=369	0.0000	369	0.4444	0.0000	0	0	0	0.0000	0	0.00
k127_1988726 flag=1 multi=5.0000 len=320	0.0000	320	0.3906	0.0000	0	0	0	0.0000	0	0.00
k127_1989401 flag=1 multi=14.0000 len=399	4.8596	399	0.3233	90.9774	363	7	6	0.3133	4	3.37
k127_1989684 flag=1 multi=2.0000 len=394	4.3655	394	0.4848	100.0000	394	6	6	0.4878	4	2.69
k127_1990703 flag=1 multi=12.0000 len=2148	3.9153	2148	0.3520	90.2235	1938	30	30	0.3428	3	3.08
k127_1991523 flag=1 multi=13.0000 len=1686	0.0000	1686	0.4703	0.0000	0	0	0	0.0000	0	0.00
k127_1992289 flag=1 multi=4.0000 len=310	0.0000	310	0.5000	0.0000	0	0	0	0.0000	0	0.00
k127_1992975 flag=1 multi=2.0000 len=368	2.0272	368	0.4375	100.0000	368	2	3	0.4424	2	0.93
k127_1992992 flag=1 multi=2.0000 len=623	2.6180	623	0.4767	95.5056	595	5	6	0.4678	3	1.11
k127_1993277 flag=1 multi=4.0000 len=1088	0.0000	1088	0.6140	0.0000	0	0	0	0.0000	0	0.00
k127_1993732 flag=1 multi=4.0000 len=340	0.0000	340	0.4235	0.0000	0	0	0	0.0000	0	0.00
k127_1995137 flag=1 multi=7.0000 len=2121	0.0000	2121	0.3715	0.0000	0	0	0	0.0000	0	0.00
k127_1998864 flag=1 multi=3.0000 len=703	0.0000	703	0.5149	0.0000	0	0	0	0.0000	0	0.00
k127_1998907 flag=1 multi=8.0000 len=731	0.0000	731	0.4528	0.0000	0	0	0	0.0000	0	0.00
k127_2000398 flag=1 multi=2.0000 len=470	0.0000	470	0.4447	0.0000	0	0	0	0.0000	0	0.00
k127_2000961 flag=1 multi=3.0000 len=403	0.0000	403	0.4764	0.0000	0	0	0	0.0000	0	0.00
k127_2001290 flag=1 multi=7.0000 len=412	0.0000	412	0.3252	0.0000	0	0	0	0.0000	0	0.00
k127_2001564 flag=1 multi=4.0000 len=539	4.0111	539	0.3859	100.0000	539	9	6	0.3820	4	2.02
k127_2001771 flag=1 multi=2.0000 len=431	2.7633	431	0.5684	100.0000	431	4	4	0.5735	3	0.88
k127_2001956 flag=1 multi=4.0000 len=595	0.0000	595	0.3966	0.0000	0	0	0	0.0000	0	0.00
k127_2002825 flag=1 multi=4.0000 len=624	0.0000	624	0.3413	0.0000	0	0	0	0.0000	0	0.00
k127_2003049 flag=1 multi=1.0000 len=387	0.0000	387	0.3669	0.0000	0	0	0	0.0000	0	0.00
k127_2004007 flag=1 multi=2.0000 len=316	1.7532	316	0.3513	61.0759	193	2	2	0.3574	1	1.67
k127_2004193 flag=1 multi=6.0000 len=1337	0.0000	1337	0.4547	0.0000	0	0	0	0.0000	0	0.00
k127_2004627 flag=1 multi=10.0000 len=704	11.6520	704	0.3906	100.0000	704	29	27	0.3960	12	4.20
k127_2005502 flag=1 multi=2.0000 len=598	0.0000	598	0.5117	0.0000	0	0	0	0.0000	0	0.00
k127_2005973 flag=1 multi=5.0000 len=329	0.0000	329	0.4681	0.0000	0	0	0	0.0000	0	0.00
k127_2006387 flag=1 multi=4.0000 len=744	3.7540	744	0.4019	100.0000	744	10	10	0.4111	3	1.92
k127_2006500 flag=1 multi=5.0000 len=1107	0.0000	1107	0.3848	0.0000	0	0	0	0.0000	0	0.00
k127_2007460 flag=1 multi=13.0000 len=1070	0.0000	1070	0.4308	0.0000	0	0	0	0.0000	0	0.00
k127_2008112 flag=1 multi=10.0000 len=1888	0.0000	1888	0.5079	0.0000	0	0	0	0.0000	0	0.00
k127_2008452 flag=1 multi=19.0000 len=479	0.9395	479	0.3987	67.0146	321	1	2	0.4178	1	0.77
k127_2010589 flag=1 multi=42.0000 len=1071	10.4108	1071	0.5275	100.0000	1071	39	37	0.5375	8	7.08
k127_2010763 flag=1 multi=7.0000 len=710	0.0000	710	0.4000	0.0000	0	0	0	0.0000	0	0.00
k127_2011049 flag=1 multi=12.0000 len=2190	0.0000	2190	0.4895	0.0000	0	0	0	0.0000	0	0.00
k127_2011299 flag=1 multi=4.0000 len=456	0.0000	456	0.4057	0.0000	0	0	0	0.0000	0	0.00
k127_2011321 flag=1 multi=6.0000 len=543	0.0000	543	0.4365	0.0000	0	0	0	0.0000	0	0.00
k127_2013482 flag=1 multi=14.0000 len=948	22.6741	948	0.4251	100.0000	948	73	75	0.4262	23	8.80
k127_2014763 flag=1 multi=2.0000 len=363	1.6529	363	0.4656	100.0000	363	2	2	0.4667	2	0.48
k127_2014895 flag=1 multi=24.0000 len=2658	0.0000	2658	0.5568	0.0000	0	0	0	0.0000	0	0.00
k127_2014985 flag=1 multi=5.0000 len=2096	4.9857	2096	0.3974	100.0000	2096	36	36	0.3945	4	2.88
k127_2015286 flag=0 multi=29.5795 len=2434	0.0000	2434	0.4117	0.0000	0	0	0	0.0000	0	0.00
k127_2015618 flag=1 multi=2.0000 len=353	0.0000	353	0.4986	0.0000	0	0	0	0.0000	0	0.00
k127_2017053 flag=1 multi=2.0000 len=325	0.0000	325	0.3569	0.0000	0	0	0	0.0000	0	0.00
k127_2017727 flag=1 multi=4.0000 len=359	0.0000	359	0.4568	0.0000	0	0	0	0.0000	0	0.00
k127_2018276 flag=1 multi=6.0000 len=1825	0.0000	1825	0.5655	0.0000	0	0	0	0.0000	0	0.00
k127_2018362 flag=1 multi=174.0000 len=4733	0.0000	4733	0.4327	0.0000	0	0	0	0.0000	0	0.00
k127_2018633 flag=0 multi=42.0000 len=2514	0.0000	2514	0.4531	0.0000	0	0	0	0.0000	0	0.00
k127_2019030 flag=1 multi=42.0000 len=3107	59.9714	3107	0.3585	100.0000	3107	648	630	0.3586	59	23.71
k127_2019167 flag=1 multi=2.0000 len=332	1.8072	332	0.4940	87.3494	290	3	1	0.4983	2	0.92
k127_2019310 flag=1 multi=190.0000 len=9101	262.2080	9101	0.3496	100.0000	9101	8148	8156	0.3507	247	124.06
k127_2019761 flag=1 multi=13.0000 len=3162	17.3558	3162	0.3994	100.0000	3162	186	187	0.3961	17	8.41
k127_2021044 flag=1 multi=16.0000 len=6447	0.1396	6447	0.4466	5.9407	383	2	4	0.4411	0	0.62
k127_2021188 flag=1 multi=10.0000 len=1122	0.0000	1122	0.4456	0.0000	0	0	0	0.0000	0	0.00
k127_2021783 flag=1 multi=2.0000 len=321	0.0000	321	0.4891	0.0000	0	0	0	0.0000	0	0.00
k127_2022622 flag=1 multi=6.0000 len=601	4.2413	601	0.4060	100.0000	601	9	9	0.3962	4	2.15
k127_2023227 flag=1 multi=3.0000 len=565	0.0000	565	0.4265	0.0000	0	0	0	0.0000	0	0.00
k127_2024033 flag=1 multi=1.0000 len=347	0.0000	347	0.3545	0.0000	0	0	0	0.0000	0	0.00
k127_2024409 flag=1 multi=6.0000 len=715	8.2979	715	0.3818	100.0000	715	18	22	0.3910	9	4.34
k127_2025231 flag=1 multi=5.0000 len=389	0.7712	389	0.4781	77.1208	300	1	1	0.4833	1	0.42
k127_2026396 flag=1 multi=1.0000 len=317	0.0000	317	0.3565	0.0000	0	0	0	0.0000	0	0.00
k127_2026467 flag=1 multi=4.0000 len=461	0.0000	461	0.4469	0.0000	0	0	0	0.0000	0	0.00
k127_2027021 flag=1 multi=2.0000 len=319	0.0000	319	0.3260	0.0000	0	0	0	0.0000	0	0.00
