#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
k127_1063758 flag=1 multi=3.0000 len=311	0.0000	311	0.5048	0.0000	0	0	0	0.0000	0	0.00
k127_1063915 flag=1 multi=2.0000 len=400	0.0000	400	0.3050	0.0000	0	0	0	0.0000	0	0.00
k127_1064215 flag=1 multi=4.0000 len=532	1.6917	532	0.3139	62.4060	332	3	3	0.3333	1	1.78
k127_1064367 flag=0 multi=184.0035 len=5539	0.0000	5539	0.5420	0.0000	0	0	0	0.0000	0	0.00
k127_1064369 flag=1 multi=7.4725 len=817	0.0000	817	0.5165	0.0000	0	0	0	0.0000	0	0.00
k127_1065608 flag=1 multi=17.0000 len=6591	0.0586	6591	0.4230	4.0662	268	1	2	0.4508	0	0.30
k127_1065815 flag=1 multi=4.0000 len=435	0.0000	435	0.5425	0.0000	0	0	0	0.0000	0	0.00
k127_1066163 flag=1 multi=8.9576 len=953	0.0000	953	0.6002	0.0000	0	0	0	0.0000	0	0.00
k127_1066181 flag=1 multi=3.0000 len=937	1.6553	937	0.3757	74.7065	700	6	6	0.3688	1	1.50
k127_1067010 flag=1 multi=4.0000 len=399	1.8797	399	0.4085	95.2381	380	2	3	0.4160	2	0.83
k127_1067058 flag=1 multi=8.9881 len=1223	0.0000	1223	0.5617	0.0000	0	0	0	0.0000	0	0.00
k127_1069181 flag=1 multi=2.0000 len=654	0.0000	654	0.4924	0.0000	0	0	0	0.0000	0	0.00
k127_1069380 flag=0 multi=47.0000 len=811	0.0000	811	0.4402	0.0000	0	0	0	0.0000	0	0.00
k127_1069600 flag=1 multi=3.0000 len=475	0.0000	475	0.5179	0.0000	0	0	0	0.0000	0	0.00
k127_1070400 flag=1 multi=2.0000 len=479	1.2192	479	0.5553	62.6305	300	2	2	0.5342	1	1.23
k127_1071159 flag=1 multi=10.0000 len=630	0.0000	630	0.4254	0.0000	0	0	0	0.0000	0	0.00
k127_1072268 flag=0 multi=15.7557 len=569	16.8629	569	0.4605	98.0668	558	32	35	0.4461	16	9.53
k127_1072584 flag=1 multi=5.0000 len=1712	0.0000	1712	0.3668	0.0000	0	0	0	0.0000	0	0.00
k127_1072645 flag=1 multi=4.0000 len=484	0.0000	484	0.3698	0.0000	0	0	0	0.0000	0	0.00
k127_1073075 flag=0 multi=26.7810 len=3387	0.0000	3387	0.4201	0.0000	0	0	0	0.0000	0	0.00
k127_1073350 flag=1 multi=6.0000 len=438	0.0000	438	0.3379	0.0000	0	0	0	0.0000	0	0.00
k127_1073687 flag=0 multi=83.4104 len=3485	0.0000	3485	0.3699	0.0000	0	0	0	0.0000	0	0.00
k127_1073774 flag=1 multi=6.0000 len=348	0.0000	348	0.5603	0.0000	0	0	0	0.0000	0	0.00
k127_1073913 flag=1 multi=10.0000 len=1178	1.8514	1178	0.5229	65.4499	771	8	8	0.5438	2	1.78
k127_1074876 flag=1 multi=7.0000 len=333	0.0000	333	0.5646	0.0000	0	0	0	0.0000	0	0.00
k127_1075377 flag=1 multi=2.0000 len=302	0.0000	302	0.3874	0.0000	0	0	0	0.0000	0	0.00
k127_1075387 flag=1 multi=33.0000 len=2088	0.0000	2088	0.4368	0.0000	0	0	0	0.0000	0	0.00
k127_1075727 flag=1 multi=3.0000 len=429	0.0000	429	0.4942	0.0000	0	0	0	0.0000	0	0.00
k127_1076094 flag=0 multi=370.3946 len=2438	0.0000	2438	0.4135	0.0000	0	0	0	0.0000	0	0.00
k127_1077622 flag=1 multi=3.0000 len=400	0.0000	400	0.5225	0.0000	0	0	0	0.0000	0	0.00
k127_1077825 flag=1 multi=5.0000 len=732	0.0000	732	0.4276	0.0000	0	0	0	0.0000	0	0.00
k127_1080000 flag=1 multi=4.0000 len=571	0.0000	571	0.4956	0.0000	0	0	0	0.0000	0	0.00
k127_1080348 flag=1 multi=7.0000 len=3393	0.0000	3393	0.4206	0.0000	0	0	0	0.0000	0	0.00
k127_1080898 flag=0 multi=11.0207 len=754	0.0000	754	0.4629	0.0000	0	0	0	0.0000	0	0.00
k127_1081282 flag=1 multi=5.0000 len=478	0.0000	478	0.3661	0.0000	0	0	0	0.0000	0	0.00
k127_1081575 flag=1 multi=9.0000 len=2845	4.3058	2845	0.4446	76.4851	2176	43	43	0.4647	3	4.08
k127_1081715 flag=1 multi=16.0000 len=594	0.0000	594	0.4158	0.0000	0	0	0	0.0000	0	0.00
k127_1083131 flag=1 multi=2.0000 len=671	0.0000	671	0.5633	0.0000	0	0	0	0.0000	0	0.00
k127_1083197 flag=1 multi=1.0000 len=406	0.0000	406	0.4236	0.0000	0	0	0	0.0000	0	0.00
k127_1083422 flag=0 multi=13.0000 len=2283	2.9645	2283	0.5077	66.0972	1509	22	24	0.5076	2	3.81
k127_1084093 flag=1 multi=6.0000 len=565	0.0000	565	0.2956	0.0000	0	0	0	0.0000	0	0.00
k127_1084833 flag=1 multi=12.0000 len=3720	0.0317	3720	0.4734	3.1720	118	0	1	0.4237	0	0.18
k127_1085986 flag=1 multi=5.0000 len=1594	0.0000	1594	0.4592	0.0000	0	0	0	0.0000	0	0.00
k127_1086511 flag=1 multi=2.0000 len=350	0.0000	350	0.3486	0.0000	0	0	0	0.0000	0	0.00
k127_1086970 flag=1 multi=3.0000 len=335	0.0000	335	0.5104	0.0000	0	0	0	0.0000	0	0.00
k127_1087530 flag=1 multi=93.0000 len=3630	0.0000	3630	0.4923	0.0000	0	0	0	0.0000	0	0.00
k127_1087863 flag=1 multi=3.0000 len=307	0.0000	307	0.3844	0.0000	0	0	0	0.0000	0	0.00
k127_1087994 flag=1 multi=6.0000 len=320	0.0000	320	0.4625	0.0000	0	0	0	0.0000	0	0.00
k127_1088408 flag=1 multi=3.0000 len=481	0.0000	481	0.4179	0.0000	0	0	0	0.0000	0	0.00
k127_1088547 flag=1 multi=7.0000 len=1375	0.0000	1375	0.3593	0.0000	0	0	0	0.0000	0	0.00
k127_1089574 flag=1 multi=4.0000 len=1054	3.0949	1054	0.3956	81.9734	864	11	12	0.4021	2	2.54
k127_1089689 flag=0 multi=35.6667 len=397	19.9572	397	0.4030	100.0000	397	31	25	0.3890	20	7.11
k127_1089797 flag=0 multi=39.0318 len=347	0.0000	347	0.4640	0.0000	0	0	0	0.0000	0	0.00
k127_1090389 flag=1 multi=3.0000 len=359	0.0000	359	0.4067	0.0000	0	0	0	0.0000	0	0.00
k127_1091498 flag=1 multi=3.0000 len=609	0.0000	609	0.3169	0.0000	0	0	0	0.0000	0	0.00
k127_1091643 flag=1 multi=2.0000 len=347	0.0000	347	0.5677	0.0000	0	0	0	0.0000	0	0.00
k127_1092036 flag=1 multi=6.0000 len=813	0.0000	813	0.5068	0.0000	0	0	0	0.0000	0	0.00
k127_1092413 flag=1 multi=2.0000 len=714	0.0000	714	0.4216	0.0000	0	0	0	0.0000	0	0.00
k127_1093130 flag=1 multi=3.0000 len=501	0.0000	501	0.4152	0.0000	0	0	0	0.0000	0	0.00
k127_1093202 flag=1 multi=6.0000 len=405	0.0000	405	0.4049	0.0000	0	0	0	0.0000	0	0.00
k127_1093822 flag=1 multi=5.1501 len=580	0.0000	580	0.5000	0.0000	0	0	0	0.0000	0	0.00
k127_1094350 flag=1 multi=3.0000 len=758	0.0000	758	0.5317	0.0000	0	0	0	0.0000	0	0.00
k127_1094576 flag=1 multi=2.0000 len=506	0.0000	506	0.4269	0.0000	0	0	0	0.0000	0	0.00
k127_1094725 flag=1 multi=2.0000 len=386	0.0000	386	0.4870	0.0000	0	0	0	0.0000	0	0.00
k127_1094846 flag=1 multi=2.0000 len=346	0.0000	346	0.4884	0.0000	0	0	0	0.0000	0	0.00
k127_1095693 flag=1 multi=2.0000 len=1032	0.0000	1032	0.4971	0.0000	0	0	0	0.0000	0	0.00
k127_1095934 flag=1 multi=4.0000 len=1075	0.0000	1075	0.3395	0.0000	0	0	0	0.0000	0	0.00
k127_1096131 flag=1 multi=5.0000 len=452	0.0000	452	0.3584	0.0000	0	0	0	0.0000	0	0.00
k127_1096713 flag=1 multi=2.0000 len=400	0.7500	400	0.4575	44.0000	176	1	1	0.4633	0	0.90
k127_1097899 flag=1 multi=3.0000 len=494	0.0000	494	0.4514	0.0000	0	0	0	0.0000	0	0.00
k127_1098647 flag=1 multi=7.0000 len=1679	0.0000	1679	0.4390	0.0000	0	0	0	0.0000	0	0.00
k127_1098668 flag=1 multi=5.0000 len=736	4.0788	736	0.4837	100.0000	736	11	10	0.4780	4	1.38
k127_1098811 flag=1 multi=2.0000 len=609	0.0000	609	0.5287	0.0000	0	0	0	0.0000	0	0.00
k127_1099426 flag=1 multi=9.0000 len=1116	0.0000	1116	0.4328	0.0000	0	0	0	0.0000	0	0.00
k127_1099456 flag=1 multi=6.0000 len=1719	0.6981	1719	0.5172	41.8266	719	4	4	0.5233	0	1.06
k127_1099563 flag=1 multi=28.0000 len=6646	0.0000	6646	0.3790	0.0000	0	0	0	0.0000	0	0.00
k127_1100817 flag=1 multi=5.0000 len=1232	2.2468	1232	0.3433	69.6429	858	10	9	0.3486	2	2.23
k127_1101074 flag=1 multi=6.0000 len=553	0.0000	553	0.4973	0.0000	0	0	0	0.0000	0	0.00
k127_1101092 flag=1 multi=105.0000 len=5013	0.0000	5013	0.5400	0.0000	0	0	0	0.0000	0	0.00
k127_1101634 flag=1 multi=3.0000 len=598	0.0000	598	0.4515	0.0000	0	0	0	0.0000	0	0.00
k127_1102447 flag=1 multi=2.0000 len=476	0.0000	476	0.4076	0.0000	0	0	0	0.0000	0	0.00
k127_1102772 flag=1 multi=1.0000 len=379	1.5831	379	0.5435	100.0000	379	1	3	0.5217	1	0.65
k127_1102809 flag=1 multi=2.0000 len=619	0.0000	619	0.4249	0.0000	0	0	0	0.0000	0	0.00
k127_1103449 flag=1 multi=9.0000 len=907	0.9945	907	0.4564	50.6064	459	3	3	0.4722	1	1.14
k127_1103921 flag=1 multi=1.0000 len=405	0.0000	405	0.5358	0.0000	0	0	0	0.0000	0	0.00
k127_1104060 flag=1 multi=3.0000 len=761	0.0000	761	0.5033	0.0000	0	0	0	0.0000	0	0.00
k127_1105153 flag=0 multi=19.3401 len=668	1.3428	668	0.3308	69.3114	463	2	4	0.3456	1	1.11
k127_1106720 flag=1 multi=14.0000 len=1143	0.0000	1143	0.5197	0.0000	0	0	0	0.0000	0	0.00
k127_1106760 flag=1 multi=7.0000 len=1127	0.0000	1127	0.4987	0.0000	0	0	0	0.0000	0	0.00
k127_1106983 flag=1 multi=3.0000 len=1062	0.0000	1062	0.4331	0.0000	0	0	0	0.0000	0	0.00
k127_1107534 flag=1 multi=3.0000 len=543	0.0000	543	0.4991	0.0000	0	0	0	0.0000	0	0.00
k127_1107755 flag=1 multi=3.0000 len=408	1.4363	408	0.4461	69.1176	282	2	2	0.4334	2	1.13
k127_1107908 flag=1 multi=4.0000 len=392	2.2653	392	0.4974	76.2755	299	3	3	0.5056	3	1.42
k127_1107970 flag=1 multi=3.0000 len=690	0.0000	690	0.4290	0.0000	0	0	0	0.0000	0	0.00
k127_1108307 flag=1 multi=4.0000 len=709	0.0000	709	0.4612	0.0000	0	0	0	0.0000	0	0.00
k127_1108834 flag=1 multi=3.0000 len=410	0.0000	410	0.3122	0.0000	0	0	0	0.0000	0	0.00
k127_1109037 flag=0 multi=27.4491 len=991	21.6700	991	0.4178	100.0000	991	72	75	0.4183	17	12.96
k127_1110067 flag=0 multi=110.1252 len=942	0.0000	942	0.4968	0.0000	0	0	0	0.0000	0	0.00
k127_1110204 flag=1 multi=4.0000 len=969	0.0000	969	0.4149	0.0000	0	0	0	0.0000	0	0.00
k127_1110370 flag=1 multi=2.0000 len=534	0.5618	534	0.3801	42.3221	226	1	1	0.3833	0	0.72
k127_1110715 flag=0 multi=25.0222 len=3642	0.0000	3642	0.5310	0.0000	0	0	0	0.0000	0	0.00
k127_1112060 flag=1 multi=7.0000 len=3129	0.0959	3129	0.4340	6.2320	195	1	1	0.4633	0	0.39
k127_1113603 flag=1 multi=3.0000 len=685	0.0000	685	0.4146	0.0000	0	0	0	0.0000	0	0.00
k127_1114192 flag=1 multi=5.0000 len=973	0.0000	973	0.5190	0.0000	0	0	0	0.0000	0	0.00
k127_1114760 flag=1 multi=3.0000 len=560	0.0000	560	0.4929	0.0000	0	0	0	0.0000	0	0.00
k127_1115414 flag=1 multi=1.0000 len=364	0.0000	364	0.4753	0.0000	0	0	0	0.0000	0	0.00
k127_1115850 flag=1 multi=8.0000 len=908	0.0000	908	0.4912	0.0000	0	0	0	0.0000	0	0.00
k127_1116753 flag=1 multi=3.0000 len=494	0.0000	494	0.5445	0.0000	0	0	0	0.0000	0	0.00
k127_1117380 flag=1 multi=2.0000 len=392	0.0000	392	0.5408	0.0000	0	0	0	0.0000	0	0.00
k127_1118095 flag=1 multi=3.0000 len=448	0.0000	448	0.4085	0.0000	0	0	0	0.0000	0	0.00
k127_1118408 flag=1 multi=67.8835 len=1767	17.0413	1767	0.3537	79.2869	1401	108	104	0.3563	9	21.85
k127_1118532 flag=1 multi=23.0000 len=3884	0.0000	3884	0.4902	0.0000	0	0	0	0.0000	0	0.00
k127_1118662 flag=1 multi=2.0000 len=560	0.2679	560	0.4429	26.7857	150	0	1	0.4200	0	0.44
k127_1119775 flag=1 multi=5.0000 len=430	0.0000	430	0.4744	0.0000	0	0	0	0.0000	0	0.00
k127_1121156 flag=1 multi=5.0000 len=1751	0.0000	1751	0.4997	0.0000	0	0	0	0.0000	0	0.00
k127_1121438 flag=1 multi=11.0000 len=2880	0.7038	2880	0.4156	32.6389	940	7	7	0.4065	0	1.34
k127_1122228 flag=1 multi=8.0000 len=1334	0.0000	1334	0.3733	0.0000	0	0	0	0.0000	0	0.00
k127_1122984 flag=0 multi=28.0191 len=1174	0.0000	1174	0.5051	0.0000	0	0	0	0.0000	0	0.00
k127_1124328 flag=1 multi=9.0000 len=438	0.0000	438	0.4498	0.0000	0	0	0	0.0000	0	0.00
k127_1125141 flag=1 multi=5.0000 len=412	0.0000	412	0.3277	0.0000	0	0	0	0.0000	0	0.00
k127_1125414 flag=1 multi=3.0000 len=382	0.0000	382	0.4136	0.0000	0	0	0	0.0000	0	0.00
k127_1125727 flag=0 multi=13.8850 len=1257	0.0000	1257	0.5274	0.0000	0	0	0	0.0000	0	0.00
k127_1125760 flag=1 multi=2.0000 len=539	0.0000	539	0.5677	0.0000	0	0	0	0.0000	0	0.00
k127_1126229 flag=1 multi=3.0000 len=507	0.0000	507	0.5069	0.0000	0	0	0	0.0000	0	0.00
k127_1127265 flag=1 multi=11.0000 len=1882	0.0000	1882	0.4612	0.0000	0	0	0	0.0000	0	0.00
k127_1127581 flag=1 multi=5.0000 len=417	0.0000	417	0.5923	0.0000	0	0	0	0.0000	0	0.00
k127_1128498 flag=0 multi=24.9163 len=2994	4.1900	2994	0.3534	87.5752	2622	42	44	0.3494	4	2.90
k127_1128639 flag=1 multi=3.0000 len=375	0.0000	375	0.5067	0.0000	0	0	0	0.0000	0	0.00
k127_1128866 flag=1 multi=5.0000 len=437	0.0000	437	0.5286	0.0000	0	0	0	0.0000	0	0.00
k127_1129322 flag=1 multi=3.0000 len=466	0.0000	466	0.3498	0.0000	0	0	0	0.0000	0	0.00
k127_1129590 flag=1 multi=2.0000 len=436	0.0000	436	0.4220	0.0000	0	0	0	0.0000	0	0.00
k127_1129738 flag=1 multi=3.0000 len=868	0.0000	868	0.5530	0.0000	0	0	0	0.0000	0	0.00
k127_1130295 flag=1 multi=3.0000 len=337	0.4451	337	0.4926	44.5104	150	1	0	0.4400	0	0.50
k127_1130312 flag=1 multi=6.0000 len=529	0.0000	529	0.5425	0.0000	0	0	0	0.0000	0	0.00
k127_1130448 flag=1 multi=4.0000 len=432	1.0347	432	0.4282	43.9815	190	2	1	0.4206	0	1.29
k127_1131010 flag=1 multi=8.0000 len=2329	0.0000	2329	0.3924	0.0000	0	0	0	0.0000	0	0.00
k127_1131595 flag=1 multi=7.0000 len=451	0.0000	451	0.4279	0.0000	0	0	0	0.0000	0	0.00
k127_1131632 flag=1 multi=2.0000 len=355	0.0000	355	0.5014	0.0000	0	0	0	0.0000	0	0.00
k127_1132534 flag=1 multi=7.0000 len=3169	0.0000	3169	0.4143	0.0000	0	0	0	0.0000	0	0.00
k127_1133291 flag=1 multi=6.0000 len=621	0.0000	621	0.4911	0.0000	0	0	0	0.0000	0	0.00
k127_1133809 flag=1 multi=7.0000 len=830	0.0000	830	0.4398	0.0000	0	0	0	0.0000	0	0.00
k127_1134092 flag=1 multi=68.5076 len=3894	0.0000	3894	0.4990	0.0000	0	0	0	0.0000	0	0.00
k127_1134143 flag=1 multi=7.0000 len=794	0.0000	794	0.5453	0.0000	0	0	0	0.0000	0	0.00
k127_1134162 flag=1 multi=5.0000 len=390	0.0000	390	0.4128	0.0000	0	0	0	0.0000	0	0.00
k127_1135224 flag=1 multi=3.0000 len=426	0.0000	426	0.3662	0.0000	0	0	0	0.0000	0	0.00
k127_1135476 flag=1 multi=20.0000 len=6845	0.0000	6845	0.4609	0.0000	0	0	0	0.0000	0	0.00
k127_1135646 flag=1 multi=2.0000 len=433	0.0000	433	0.5358	0.0000	0	0	0	0.0000	0	0.00
k127_1136183 flag=1 multi=24.0000 len=1152	0.0000	1152	0.5017	0.0000	0	0	0	0.0000	0	0.00
k127_1136621 flag=1 multi=4.0000 len=548	0.0000	548	0.5967	0.0000	0	0	0	0.0000	0	0.00
k127_1137069 flag=1 multi=5.0000 len=631	0.0000	631	0.4945	0.0000	0	0	0	0.0000	0	0.00
k127_1137248 flag=1 multi=2.0000 len=390	0.0000	390	0.4641	0.0000	0	0	0	0.0000	0	0.00
k127_1137772 flag=1 multi=33.0000 len=4589	0.0000	4589	0.4345	0.0000	0	0	0	0.0000	0	0.00
k127_1138073 flag=1 multi=4.0000 len=544	0.0000	544	0.5147	0.0000	0	0	0	0.0000	0	0.00
k127_1138174 flag=0 multi=25.8845 len=3582	22.1658	3582	0.4154	99.2741	3556	269	282	0.4103	20	13.85
k127_1138358 flag=1 multi=5.0000 len=1058	5.2864	1058	0.3705	44.0454	466	18	20	0.3402	0	7.69
k127_1139550 flag=1 multi=37.2289 len=6443	0.0000	6443	0.4288	0.0000	0	0	0	0.0000	0	0.00
k127_1139820 flag=1 multi=7.0000 len=1230	0.0000	1230	0.5138	0.0000	0	0	0	0.0000	0	0.00
k127_1140239 flag=1 multi=3.0000 len=528	0.0000	528	0.4697	0.0000	0	0	0	0.0000	0	0.00
k127_1141051 flag=1 multi=4.0000 len=626	0.0000	626	0.5639	0.0000	0	0	0	0.0000	0	0.00
k127_1141505 flag=1 multi=2.0000 len=303	0.0000	303	0.3960	0.0000	0	0	0	0.0000	0	0.00
k127_1142435 flag=1 multi=13.0000 len=8924	0.0000	8924	0.3933	0.0000	0	0	0	0.0000	0	0.00
k127_1142933 flag=1 multi=1.0000 len=526	0.0000	526	0.4867	0.0000	0	0	0	0.0000	0	0.00
k127_1143747 flag=1 multi=3.0000 len=1100	0.0000	1100	0.4118	0.0000	0	0	0	0.0000	0	0.00
k127_1144838 flag=1 multi=62.6884 len=342	0.0000	342	0.4708	0.0000	0	0	0	0.0000	0	0.00
k127_1144849 flag=1 multi=27.3744 len=3172	32.7532	3172	0.3153	100.0000	3172	362	365	0.3271	27	22.75
k127_1144978 flag=1 multi=12.0000 len=652	0.0000	652	0.5153	0.0000	0	0	0	0.0000	0	0.00
k127_1145080 flag=1 multi=4.0000 len=814	0.0000	814	0.4840	0.0000	0	0	0	0.0000	0	0.00
k127_1145920 flag=1 multi=9.0000 len=510	0.0000	510	0.4686	0.0000	0	0	0	0.0000	0	0.00
k127_1147132 flag=1 multi=3.0000 len=694	0.0000	694	0.3545	0.0000	0	0	0	0.0000	0	0.00
k127_1148112 flag=1 multi=7.0000 len=2623	0.0000	2623	0.3812	0.0000	0	0	0	0.0000	0	0.00
k127_1149227 flag=1 multi=2.0000 len=356	0.0000	356	0.4944	0.0000	0	0	0	0.0000	0	0.00
k127_1149993 flag=1 multi=2.0000 len=441	0.0000	441	0.4535	0.0000	0	0	0	0.0000	0	0.00
k127_1150979 flag=1 multi=6.0000 len=507	0.0000	507	0.4201	0.0000	0	0	0	0.0000	0	0.00
k127_1151734 flag=1 multi=4.0000 len=697	0.8608	697	0.4290	38.1636	266	2	2	0.4383	0	1.19
k127_1152168 flag=1 multi=5.0000 len=448	3.2879	448	0.4554	72.0982	323	5	5	0.4094	1	3.53
k127_1152585 flag=1 multi=15.0000 len=498	0.0000	498	0.4639	0.0000	0	0	0	0.0000	0	0.00
k127_1153695 flag=1 multi=6.0000 len=2006	0.0000	2006	0.4372	0.0000	0	0	0	0.0000	0	0.00
k127_1153897 flag=0 multi=36.7149 len=832	0.0000	832	0.3293	0.0000	0	0	0	0.0000	0	0.00
k127_1154093 flag=1 multi=1.0000 len=463	0.9719	463	0.3369	66.5227	308	1	2	0.3156	1	0.80
k127_1154404 flag=1 multi=13.0000 len=2984	0.0000	2984	0.4501	0.0000	0	0	0	0.0000	0	0.00
k127_1154848 flag=1 multi=23.0000 len=1128	0.0000	1128	0.4397	0.0000	0	0	0	0.0000	0	0.00
k127_1154865 flag=1 multi=2.0000 len=392	0.0000	392	0.4745	0.0000	0	0	0	0.0000	0	0.00
k127_1155232 flag=1 multi=4.0000 len=333	0.0000	333	0.5015	0.0000	0	0	0	0.0000	0	0.00
k127_1158049 flag=1 multi=2.0000 len=380	0.0000	380	0.4395	0.0000	0	0	0	0.0000	0	0.00
k127_1159027 flag=1 multi=1.0000 len=341	0.0000	341	0.4457	0.0000	0	0	0	0.0000	0	0.00
k127_1159515 flag=1 multi=20.0000 len=3875	0.0000	3875	0.3858	0.0000	0	0	0	0.0000	0	0.00
k127_1159708 flag=1 multi=7.0000 len=483	0.0000	483	0.4348	0.0000	0	0	0	0.0000	0	0.00
k127_1160058 flag=1 multi=2.0000 len=315	0.0000	315	0.4000	0.0000	0	0	0	0.0000	0	0.00
k127_1160709 flag=1 multi=3.0000 len=613	0.0000	613	0.3002	0.0000	0	0	0	0.0000	0	0.00
k127_1160844 flag=1 multi=7.0000 len=813	0.0000	813	0.5843	0.0000	0	0	0	0.0000	0	0.00
k127_1160973 flag=1 multi=6.0000 len=462	0.6320	462	0.4805	31.6017	146	0	2	0.4658	0	0.93
k127_1161530 flag=1 multi=13.0000 len=545	0.0000	545	0.4514	0.0000	0	0	0	0.0000	0	0.00
k127_1161957 flag=1 multi=6.0000 len=1610	0.0000	1610	0.5280	0.0000	0	0	0	0.0000	0	0.00
k127_1162130 flag=1 multi=3.0000 len=604	0.0000	604	0.5149	0.0000	0	0	0	0.0000	0	0.00
k127_1162546 flag=1 multi=8.0000 len=560	0.0000	560	0.3518	0.0000	0	0	0	0.0000	0	0.00
k127_1162990 flag=1 multi=3.0000 len=517	0.5513	517	0.4739	27.8530	144	1	1	0.4807	0	0.89
k127_1163350 flag=1 multi=7.0000 len=1797	0.0000	1797	0.5960	0.0000	0	0	0	0.0000	0	0.00
k127_1164199 flag=1 multi=2.0000 len=424	0.0000	424	0.3679	0.0000	0	0	0	0.0000	0	0.00
k127_1164422 flag=1 multi=3.0000 len=348	1.2931	348	0.2701	66.6667	232	1	2	0.2778	1	1.13
k127_1164425 flag=1 multi=4.0000 len=593	0.0000	593	0.4283	0.0000	0	0	0	0.0000	0	0.00
k127_1164884 flag=1 multi=5.0000 len=629	0.0000	629	0.4197	0.0000	0	0	0	0.0000	0	0.00
k127_1165424 flag=1 multi=29.0000 len=3325	0.0000	3325	0.5317	0.0000	0	0	0	0.0000	0	0.00
k127_1166525 flag=1 multi=9.0000 len=575	0.0000	575	0.4730	0.0000	0	0	0	0.0000	0	0.00
k127_1166658 flag=1 multi=2.0000 len=719	0.0000	719	0.4033	0.0000	0	0	0	0.0000	0	0.00
k127_1166723 flag=1 multi=4.0000 len=1008	0.0000	1008	0.4762	0.0000	0	0	0	0.0000	0	0.00
k127_1167552 flag=1 multi=5.0000 len=637	2.6358	637	0.4066	94.9765	605	6	6	0.4098	3	1.48
k127_1168025 flag=1 multi=4.0000 len=333	0.0000	333	0.3934	0.0000	0	0	0	0.0000	0	0.00
k127_1169197 flag=1 multi=4.0000 len=525	31.3638	525	0.3733	100.0000	525	58	62	0.4057	37	20.00
k127_1169310 flag=1 multi=3.0000 len=405	0.6568	405	0.4222	32.8395	133	1	1	0.4060	0	0.94
k127_1169731 flag=1 multi=3.0000 len=317	0.0000	317	0.5047	0.0000	0	0	0	0.0000	0	0.00
k127_1170349 flag=1 multi=12.0000 len=1921	0.0000	1921	0.4701	0.0000	0	0	0	0.0000	0	0.00
k127_1170748 flag=1 multi=2.0000 len=567	0.5220	567	0.4039	40.2116	228	1	1	0.4054	0	0.70
k127_1171443 flag=1 multi=19.0000 len=4504	0.0000	4504	0.3881	0.0000	0	0	0	0.0000	0	0.00
k127_1171620 flag=0 multi=5.0577 len=1028	0.0000	1028	0.3414	0.0000	0	0	0	0.0000	0	0.00
k127_1172723 flag=1 multi=5.0000 len=866	1.3845	866	0.2829	59.6998	517	4	4	0.2519	1	1.54
k127_1172766 flag=1 multi=13.0000 len=474	0.0000	474	0.5190	0.0000	0	0	0	0.0000	0	0.00
k127_1172830 flag=1 multi=2.0000 len=301	0.0000	301	0.4385	0.0000	0	0	0	0.0000	0	0.00
k127_1173795 flag=1 multi=9.0000 len=613	0.0000	613	0.5008	0.0000	0	0	0	0.0000	0	0.00
k127_1174160 flag=1 multi=3.0000 len=412	0.0000	412	0.3617	0.0000	0	0	0	0.0000	0	0.00
k127_1175180 flag=1 multi=7.0000 len=378	0.0000	378	0.4127	0.0000	0	0	0	0.0000	0	0.00
k127_1175501 flag=1 multi=4.0000 len=862	0.0000	862	0.5302	0.0000	0	0	0	0.0000	0	0.00
k127_1176121 flag=1 multi=5.0000 len=509	0.0000	509	0.4735	0.0000	0	0	0	0.0000	0	0.00
k127_1176153 flag=1 multi=11.0000 len=1035	0.0000	1035	0.5749	0.0000	0	0	0	0.0000	0	0.00
k127_1176193 flag=1 multi=3.0000 len=302	0.0000	302	0.4702	0.0000	0	0	0	0.0000	0	0.00
k127_1176280 flag=1 multi=5.0000 len=684	0.0000	684	0.4503	0.0000	0	0	0	0.0000	0	0.00
k127_1176619 flag=1 multi=1.0000 len=346	0.0000	346	0.4942	0.0000	0	0	0	0.0000	0	0.00
k127_1176802 flag=1 multi=15.0000 len=5855	0.0000	5855	0.4325	0.0000	0	0	0	0.0000	0	0.00
k127_1177121 flag=1 multi=2.0000 len=343	0.0000	343	0.3644	0.0000	0	0	0	0.0000	0	0.00
k127_1179839 flag=1 multi=235.8054 len=8830	0.0000	8830	0.3227	0.0000	0	0	0	0.0000	0	0.00
k127_1181609 flag=1 multi=7.0000 len=635	0.0000	635	0.3984	0.0000	0	0	0	0.0000	0	0.00
k127_1181711 flag=1 multi=2.0000 len=556	0.0000	556	0.4694	0.0000	0	0	0	0.0000	0	0.00
k127_1181744 flag=1 multi=2.0000 len=614	0.0000	614	0.4495	0.0000	0	0	0	0.0000	0	0.00
k127_1181956 flag=1 multi=3.0000 len=495	0.0000	495	0.4081	0.0000	0	0	0	0.0000	0	0.00
k127_1182042 flag=1 multi=2.0000 len=371	0.0000	371	0.3854	0.0000	0	0	0	0.0000	0	0.00
k127_1183694 flag=1 multi=2.0000 len=327	0.0000	327	0.4190	0.0000	0	0	0	0.0000	0	0.00
k127_1183711 flag=1 multi=28.0826 len=793	0.0000	793	0.4477	0.0000	0	0	0	0.0000	0	0.00
k127_1184329 flag=1 multi=9.0000 len=3717	0.0000	3717	0.2927	0.0000	0	0	0	0.0000	0	0.00
