Label,RdRp GenBank Acc,NCBI Tax ID,virus name,taxonomy,Family,Checked,Host
27881466,NP_777373.1,74724,Canine_calicivirus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Vesivirus;unclassified Vesivirus;Canine calicivirus",Caliciviridae,y,Mammals
384476016,AFH89835.1,1172196,Chicken_calicivirus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;unclassified Caliciviridae;Chicken calicivirus",Caliciviridae,y,Mammals
704359876,AIW53321.1,1172196,Chicken_calicivirus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;unclassified Caliciviridae;Chicken calicivirus",Caliciviridae,y,Mammals
492370553,AGL33701.1,33756,European_brown_hare_syndrome_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Lagovirus;European brown hare syndrome virus",Caliciviridae,y,Mammals
636634595,AIA09958.1,11978,Feline_calicivirus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Vesivirus;Feline calicivirus",Caliciviridae,y,Mammals
746645254,AJD77614.1,11978,Feline_calicivirus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Vesivirus;Feline calicivirus",Caliciviridae,y,Mammals
746645257,AJD77616.1,11978,Feline_calicivirus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Vesivirus;Feline calicivirus",Caliciviridae,y,Mammals
635260762,YP_009028574.1,1493858,Goose_calicivirus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;unclassified Caliciviridae;Goose calicivirus",Caliciviridae,y,Mammals
1148936489,AQS27989.1,1960046,Hom_1_vesivirus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Vesivirus;unclassified Vesivirus;Hom-1 vesivirus",Caliciviridae,y,Mammals
428782082,YP_007111844.1,154122,Mink_calicivirus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Vesivirus;unclassified Vesivirus;Mink calicivirus",Caliciviridae,y,Mammals
357432896,AET79283.1,357231,Murine_norovirus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norovirus GV;Murine norovirus",Caliciviridae,y,Mammals
156186720,ABU55615.1,463725,Murine_norovirus_GV_CR11_2005_USA,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norovirus GV;Murine norovirus;Murine norovirus GV;Murine norovirus GV/CR11/2005/USA",Caliciviridae,y,Mammals
90403549,YP_529550.1,331642,Newbury_agent_1,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Nebovirus;Newbury-1 virus;Newbury agent 1",Caliciviridae,y,Mammals
109254935,AAD16174.5,340018,Norovirus_Bo_Newbury2_1976_UK,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norovirus isolates;Norovirus Bo/Newbury2/1976/UK",Caliciviridae,y,Mammals
380036199,AFD30969.1,1160949,Norovirus_cat_GIV_2_CU081210E_USA_2010,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norovirus GIV;Norovirus GIV.2;Norovirus cat/GIV.2/CU081210E/USA/2010",Caliciviridae,y,Mammals
386688652,ACV89839.1,673457,Norovirus_dog_GVI_1_HKU_Ca026F_2007_HKG,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norovirus GIV;Norovirus GIV.1;Norovirus dog/GVI.1/HKU_Ca026F/2007/HKG",Caliciviridae,y,Mammals
985651847,AMD33537.1,122928,Norovirus_GI,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norovirus GI",Caliciviridae,y,Mammals
9630804,NP_056820.1,122928,Norovirus_GI,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norovirus GI",Caliciviridae,y,Mammals
1026528537,ANC98486.1,552592,Norovirus_GII_17,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norovirus GII;Norovirus GII.17",Caliciviridae,y,Mammals
671281129,AII73761.1,1529924,Norovirus_GII_Hu_JP_2011_GII_Yuzawa_Gira2HS,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norovirus GII;Norovirus GII isolates;Norovirus GII/Hu/JP/2011/GII/Yuzawa/Gira2HS",Caliciviridae,y,Mammals
1007626123,YP_009237903.1,262897,Norovirus_GIV,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norovirus GIV",Caliciviridae,y,Mammals
384562889,AFI08230.1,1175308,Norovirus_Hu_GI_10360_2010_VNM,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norovirus GI;Norovirus genogroup 1 isolates;Norovirus Hu/GI/10360/2010/VNM",Caliciviridae,y,Mammals
530693086,AGT39196.1,1380575,Norovirus_Hu_GII_12_CGMH40_2010_TW,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norovirus GII;Norovirus GII.12;Norovirus Hu/GII.12/CGMH40/2010/TW",Caliciviridae,y,Mammals
530693094,AGT39202.1,1380577,Norovirus_Hu_GII_12_CGMH42_2010_TW,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norovirus GII;Norovirus GII.12;Norovirus Hu/GII.12/CGMH42/2010/TW",Caliciviridae,y,Mammals
86450977,ABC96755.1,369966,Norovirus_Hu_OsakaNI_2004_JP,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norovirus isolates;Norovirus Hu/OsakaNI/2004/JP",Caliciviridae,y,Mammals
409974174,AFV48050.1,1246679,Norovirus_Rn_GV_HKU_KT_HKG_2012,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norovirus GV;Norovirus Rn/GV/HKU_KT/HKG/2012",Caliciviridae,y,Mammals
392973380,AAX32879.2,316620,Norovirus_swine_GII_OH_QW125_03_US,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norovirus GII;Norovirus GII isolates;Norovirus swine/GII/OH-QW125/03/US",Caliciviridae,y,Mammals
22773809,BAC11830.1,95340,Norwalk_like_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norwalk-like virus",Caliciviridae,y,Mammals
22773825,BAC11839.1,95340,Norwalk_like_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norwalk-like virus",Caliciviridae,y,Mammals
118722075,BAF38402.1,95340,Norwalk_like_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Norovirus;Norwalk virus;Norwalk-like virus",Caliciviridae,y,Mammals
971175519,ALV13256.1,1454551,Porcine_sapovirus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus isolates;Porcine sapovirus",Caliciviridae,y,Mammals
157429095,ABV56612.1,11976,Rabbit_hemorrhagic_disease_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Lagovirus;Rabbit hemorrhagic disease virus",Caliciviridae,y,Mammals
764810362,AGV98672.2,11976,Rabbit_hemorrhagic_disease_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Lagovirus;Rabbit hemorrhagic disease virus",Caliciviridae,y,Mammals
392938113,AFM93994.1,1203029,Recovirus_Bangladesh_289_2007,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Recovirus;unclassified Recovirus;Recovirus Bangladesh/289/2007",Caliciviridae,y,Mammals
723633158,YP_009109564.1,1564182,San_Miguel_sea_lion_virus_8,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Vesivirus;unclassified Vesivirus;San Miguel sea lion virus 8",Caliciviridae,y,Mammals
56692994,YP_164336.1,290314,Sapovirus_C12,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus GII;Sapovirus C12",Caliciviridae,y,Mammals
342239644,AEL19659.1,1071407,Sapovirus_dog_AN196_USA_2009,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus isolates;Sapovirus dog/AN196/USA/2009",Caliciviridae,y,Mammals
604194646,AEL19657.2,1071406,Sapovirus_dog_AN210D_USA_2009,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus isolates;Sapovirus dog/AN210D/USA/2009",Caliciviridae,y,Mammals
1093394256,AOZ57845.1,1697440,Sapovirus_GII_8,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus GII;Sapovirus GII.8",Caliciviridae,y,Mammals
1036448074,ANK36010.1,1861834,Sapovirus_GV_WG194D_1,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus GV;Sapovirus GV/WG194D-1",Caliciviridae,y,Mammals
1036448077,ANK36012.1,1861835,Sapovirus_GVII_RV0042,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus GVII;Sapovirus GVII/RV0042",Caliciviridae,y,Mammals
1036448080,ANK36014.1,1861836,Sapovirus_GXII_WD1237,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus GXII;Sapovirus GXII/WD1237",Caliciviridae,y,Mammals
86450967,ABC96748.1,369963,Sapovirus_Hu_Ehime475_2004_JP,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus isolates;Sapovirus Hu/Ehime475/2004/JP",Caliciviridae,y,Mammals
86450970,ABC96750.1,369964,Sapovirus_Hu_Ehime643_March_2000_JP,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus GI;Sapovirus Hu/Ehime643/March 2000/JP",Caliciviridae,y,Mammals
343403401,BAK61504.1,985691,Sapovirus_Hu_GI_2_BR_DF01_BRA_2009,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus GI;Sapovirus GI.2;Sapovirus Hu/GI.2/BR-DF01/BRA/2009",Caliciviridae,y,Mammals
295393598,ADG03646.1,758863,Sapovirus_Hu_GI_Sapporo_MT_2010_1982,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus GI;Sapovirus Hu/GI/Sapporo/MT-2010/1982",Caliciviridae,y,Mammals
821316974,YP_009137510.1,1280920,Sapovirus_Hu_Nagoya_NGY_1_2012_JPN,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus isolates;Sapovirus Hu/Nagoya/NGY-1/2012/JPN",Caliciviridae,y,Mammals
84394695,AAQ17057.2,234600,Sapovirus_Mc2,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus isolates;Sapovirus Mc2",Caliciviridae,y,Mammals
589913351,AAY40312.2,328326,Sapovirus_Po_OH_JJ681_2000_US,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus isolates;Sapovirus Po/OH-JJ681/2000/US",Caliciviridae,y,Mammals
291088275,BAI82419.1,673806,Sapovirus_swine_TYMPo31_08_JP,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus isolates;Sapovirus swine/TYMPo31/08/JP",Caliciviridae,y,Mammals
1034273162,AGH15834.2,1304599,Sapovirus_swine_WG194D_2009_USA,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus isolates;Sapovirus swine/WG194D/2009/USA",Caliciviridae,y,Mammals
1034273166,AGH15838.2,1304601,Sapovirus_swine_WG214C_2009_USA,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus isolates;Sapovirus swine/WG214C/2009/USA",Caliciviridae,y,Mammals
1034273168,AGH15840.2,1304602,Sapovirus_swine_WG214D_2009_USA,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus isolates;Sapovirus swine/WG214D/2009/USA",Caliciviridae,y,Mammals
1034273170,AGH15844.2,1304603,Sapovirus_swine_WGP247_2009_USA,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Sapovirus;Sapporo virus;Sapovirus isolates;Sapovirus swine/WGP247/2009/USA",Caliciviridae,y,Mammals
194268061,YP_002004564.1,436911,Steller_sea_lion_vesivirus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Vesivirus;unclassified Vesivirus;Steller sea lion vesivirus",Caliciviridae,y,Mammals
384476013,AFH89833.1,1172195,Turkey_calicivirus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;unclassified Caliciviridae;Turkey calicivirus",Caliciviridae,y,Mammals
827047233,YP_009140468.1,1615583,Vesivirus_ferret_badger_JX12_China_2012,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Vesivirus;unclassified Vesivirus;Vesivirus ferret badger/JX12/China/2012",Caliciviridae,y,Mammals
409974206,AFV48066.1,1245560,WUHARV_Calicivirus_1,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;unclassified Caliciviridae;WUHARV Calicivirus 1",Caliciviridae,y,Vertebrates
1007355890,AMQ67162.1,213633,Providence_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Carmotetraviridae;Alphacarmotetravirus;Providence virus",Carmotetraviridae,y,Insects
158713826,YP_001531163.1,284687,Amasya_cherry_disease_associated_chrysovirus,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;Amasya cherry disease associated chrysovirus,Chrysoviridae,y,Fungi
255367544,ACU11563.1,664255,Anthurium_mosaic_associated_virus,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;unclassified Chrysovirus;Anthurium mosaic-associated virus,Chrysoviridae,y,Fungi
300681808,CAX48749.1,607716,Aspergillus_fumigatus_chrysovirus,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;Aspergillus fumigatus chrysovirus,Chrysoviridae,y,Fungi
745637070,AJD14830.1,1592572,Botryosphaeria_dothidea_chrysovirus,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;Botryosphaeria dothidea chrysovirus,Chrysoviridae,y,Fungi
910764307,AKU48197.1,1692191,Brassica_campestris_chrysovirus_1,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;unclassified Chrysovirus;Brassica campestris chrysovirus 1,Chrysoviridae,y,Fungi
972975065,ALW95408.1,1766766,Colletotrichum_gloeosporioides_chrysovirus_1,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;unclassified Chrysovirus;Colletotrichum gloeosporioides chrysovirus 1,Chrysoviridae,y,Fungi
254688179,ACT79255.1,399394,Cryphonectria_nitschkei_chrysovirus_1,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;Cryphonectria nitschkei chrysovirus 1,Chrysoviridae,y,Fungi
148248932,ABQ53134.1,434898,Fusarium_oxysporum_chrysovirus_1,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;Fusarium oxysporum chrysovirus 1,Chrysoviridae,y,Fungi
897364635,YP_009158913.1,1679238,Fusarium_oxysporum_f_sp_dianthi_mycovirus_1,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;unclassified Chrysovirus;Fusarium oxysporum f. sp. dianthi mycovirus 1,Chrysoviridae,y,Fungi
309256198,ADO60926.1,908828,Grapevine_associated_chrysovirus_1,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;unclassified Chrysovirus;Grapevine associated chrysovirus-1,Chrysoviridae,y,Fungi
50198837,YP_052858.1,164750,Helminthosporium_victoriae_145S_virus,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;Helminthosporium victoriae 145S virus,Chrysoviridae,y,Fungi
1110862941,APG76028.1,1922856,Hubei_chryso_like_virus_2,Viruses;unclassified RNA viruses;unclassified RNA viruses ShiM-2016;Hubei chryso-like virus 2,Chrysoviridae,y,Fungi
1132372080,YP_009337840.1,1930960,Isaria_javanica_chrysovirus_1,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;unclassified Chrysovirus;Isaria javanica chrysovirus 1,Chrysoviridae,y,Fungi
927277806,ALD89090.1,1708483,Macrophomina_phaseolina_chrysovirus_1,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;unclassified Chrysovirus;Macrophomina phaseolina chrysovirus 1,Chrysoviridae,y,Fungi
304373833,YP_003858286.1,764348,Magnaporthe_oryzae_chrysovirus_1,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;unclassified Chrysovirus;Magnaporthe oryzae chrysovirus 1,Chrysoviridae,y,Fungi
78761974,YP_392482.1,158372,Penicillium_chrysogenum_virus,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;Penicillium chrysogenum virus,Chrysoviridae,y,Fungi
959121894,YP_009182332.1,1755792,Penicillium_janczewskii_chrysovirus_1,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;unclassified Chrysovirus;Penicillium janczewskii chrysovirus 1,Chrysoviridae,y,Fungi
953064500,ALO50149.1,1755793,Penicillium_janczewskii_chrysovirus_2,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;unclassified Chrysovirus;Penicillium janczewskii chrysovirus 2,Chrysoviridae,y,Fungi
735008769,AJA37498.1,1587509,Persea_americana_chrysovirus,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;Persea americana chrysovirus,Chrysoviridae,y,Fungi
380841587,AFE83590.1,1162393,Raphanus_sativas_chrysovirus_1,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;unclassified Chrysovirus;Raphanus sativas chrysovirus 1,Chrysoviridae,y,Fungi
1110862920,APG76016.1,1923465,Shuangao_chryso_like_virus_1,Viruses;unclassified RNA viruses;unclassified RNA viruses ShiM-2016;Shuangao chryso-like virus 1,Chrysoviridae,y,Fungi
295442570,ADG21213.1,759389,Verticillium_dahliae_chrysovirus_1,Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;Verticillium dahliae chrysovirus 1,Chrysoviridae,y,Fungi
827027524,YP_009140432.1,1654603,Areca_palm_velarivirus_1,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Velarivirus;unclassified Velarivirus;Areca palm velarivirus 1",Closteroviridae,y,Plants
176428596,YP_001816770.1,267970,Bean_yellow_disorder_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Crinivirus;Bean yellow disorder virus",Closteroviridae,y,Plants
38257125,NP_940785.1,72750,Beet_pseudoyellows_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Crinivirus;Beet pseudoyellows virus",Closteroviridae,y,Plants
4559421,AAC55659.2,35290,Beet_yellow_stunt_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Closterovirus;Beet yellow stunt virus",Closteroviridae,y,Plants
21328573,NP_041870.2,12161,Beet_yellows_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Closterovirus;Beet yellows virus",Closteroviridae,y,Plants
530547426,YP_008411010.1,1381464,Blackberry_vein_banding_associated_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Ampelovirus;unclassified Ampelovirus;Blackberry vein banding associated virus",Closteroviridae,y,Plants
62421186,YP_227356.1,404196,Blackberry_yellow_vein_associated_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Crinivirus;Blackberry yellow vein-associated virus",Closteroviridae,y,Plants
537430780,AGU69238.1,1206566,Blueberry_virus_A,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;unclassified Closteroviridae;Blueberry virus A",Closteroviridae,y,Plants
318101887,ADV40934.1,551454,Carnation_necrotic_fleck_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Closterovirus;Carnation necrotic fleck virus",Closteroviridae,y,Plants
558698119,AHA85410.1,1425365,Carrot_closterovirus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;unclassified Closteroviridae;Carrot closterovirus",Closteroviridae,y,Plants
254666619,YP_003075965.1,656190,Carrot_yellow_leaf_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Closterovirus;Carrot yellow leaf virus",Closteroviridae,y,Plants
159502707,ABW97532.1,12162,Citrus_tristeza_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Closterovirus;Citrus tristeza virus",Closteroviridae,y,Plants
21328576,NP_042860.2,12162,Citrus_tristeza_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Closterovirus;Citrus tristeza virus",Closteroviridae,y,Plants
315274216,ADU03655.1,937809,Cordyline_virus_1,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Velarivirus;Cordyline virus 1",Closteroviridae,y,Plants
386305441,AFJ05046.1,1177751,Cordyline_virus_2,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;unclassified Closteroviridae;Cordyline virus 2",Closteroviridae,y,Plants
451898829,AFJ05056.2,1177752,Cordyline_virus_3,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;unclassified Closteroviridae;Cordyline virus 3",Closteroviridae,y,Plants
451898839,AFJ05062.2,1177753,Cordyline_virus_4,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;unclassified Closteroviridae;Cordyline virus 4",Closteroviridae,y,Plants
146432250,ABQ41107.1,51330,Cucurbit_yellow_stunting_disorder_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Crinivirus;Cucurbit yellow stunting disorder virus",Closteroviridae,y,Plants
315451925,ACT15363.2,656520,Diodia_vein_chlorosis_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Crinivirus;Diodia vein chlorosis virus",Closteroviridae,y,Plants
1041672041,ANP22148.1,47985,Grapevine_leafroll_associated_virus_1,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Ampelovirus;Grapevine leafroll-associated virus 1",Closteroviridae,y,Plants
218202720,YP_002364303.1,367121,Grapevine_leafroll_associated_virus_10,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Ampelovirus;unclassified Ampelovirus;Grapevine leafroll-associated virus 10",Closteroviridae,y,Plants
1012306346,YP_009241367.1,1815581,Grapevine_leafroll_associated_virus_13,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Ampelovirus;unclassified Ampelovirus;Grapevine leafroll-associated virus 13",Closteroviridae,y,Plants
410442734,AFV67453.1,55951,Grapevine_leafroll_associated_virus_3,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Ampelovirus;Grapevine leafroll-associated virus 3",Closteroviridae,y,Plants
1071929817,AOS89854.1,55951,Grapevine_leafroll_associated_virus_3,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Ampelovirus;Grapevine leafroll-associated virus 3",Closteroviridae,y,Plants
805488452,AKB90851.1,70177,Grapevine_leafroll_associated_virus_4,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Ampelovirus;Grapevine leafroll-associated virus 4",Closteroviridae,y,Plants
365824249,YP_004935369.1,70177,Grapevine_leafroll_associated_virus_4,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Ampelovirus;Grapevine leafroll-associated virus 4",Closteroviridae,y,Plants
352749711,YP_004901687.1,71032,Grapevine_leafroll_associated_virus_5,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Ampelovirus;Grapevine leafroll-associated virus 5",Closteroviridae,y,Plants
365824256,YP_004935375.1,203168,Grapevine_leafroll_associated_virus_6,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Ampelovirus;unclassified Ampelovirus;Grapevine leafroll-associated virus 6",Closteroviridae,y,Plants
359683125,YP_004935919.1,217615,Grapevine_leafroll_associated_virus_7,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Velarivirus;Grapevine leafroll-associated virus 7",Closteroviridae,y,Plants
30023964,NP_835244.2,167634,Grapevine_rootstock_stem_lesion_associated_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Closterovirus;unclassified Closterovirus;Grapevine rootstock stem lesion associated virus",Closteroviridae,y,Plants
242915934,YP_003002352.1,642478,Lettuce_chlorosis_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Crinivirus;Lettuce chlorosis virus",Closteroviridae,y,Plants
21328586,NP_619692.2,31713,Lettuce_infectious_yellows_virus,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Crinivirus;Lettuce infectious yellows virus",Closteroviridae,y,Plants
196122414,ACG69815.1,217686,Little_cherry_virus_1,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Velarivirus;Little cherry virus 1",Closteroviridae,y,Plants
34105713,NP_891562.2,154339,Little_cherry_virus_2,"Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Ampelovirus;Little cherry virus 2",Closteroviridae,y,Plants
